Date,Name,Relation,Entry,XML,Entry_Sentiment
1910-12-11,#Weigall_Arthur,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Rutter_Geanie,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Nicol_Erskine,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Rutter_Geanie,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Weigall_Arthur,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Davis_Theodore_M,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Burton_Harry,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Maspero_Gaston,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Davis_Theodore_M,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Davis_Theodore_M,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Jones_Harold,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Jones_Cyril,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
1910-12-11,#Rathbone_Elena,,"Third Sunday in Advent. Dec. 11th. A rather busy week. Mr. Weigall and his sister Mrs. Rutter to tea one day. Mr. Nicol to dine – Mrs. Rutter and Mr. Weigall to dine. Theo has established Harry Burton in his new concession the ""Priest Kings"" Valley. M. Maspero was anxious Theo should clear this but Theo does not look for much of a result. Harold Jones is so poorly, so weak, quite incapable of work, even painting. But his brother Cyril keeps a certain supervision of the men. This afternoon Elèna, Theo and I rode over to see Mr. Carter and see some of Mr. Nicol's paintings – very lovely they were. Theo bought one.","<div type=""entry"" xml:id=""EBA-1910-12-11""><dateline><date when=""1910-12-11"">Third Sunday in Advent. Dec. 11th.</date></dateline><p>A rather busy week. <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> andhis sister <persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> to tea one day.<persName ref=""#Nicol_Erskine"">Mr. Nicol</persName> to dine –<persName ref=""#Rutter_Geanie"">Mrs. Rutter</persName> and <persName ref=""#Weigall_Arthur"">Mr. Weigall</persName> to dine. <persName ref=""#Davis_Theodore_M"">Theo</persName> has established <persName ref=""#Burton_Harry"">Harry Burton</persName> in his new concession the<placeName ref=""#Bībān al-Mulūk"">""Priest Kings"" Valley</placeName>.<persName ref=""#Maspero_Gaston"">M. Maspero</persName> was anxious <persName ref=""#Davis_Theodore_M"">Theo</persName> should clear this but <persName ref=""#Davis_Theodore_M"">Theo</persName> does not look for much of a result.<persName ref=""#Jones_Harold"">Harold Jones</persName> is so poorly, so weak,quite incapable of work, even painting. But his brother <persName ref=""#Jones_Cyril"">Cyril</persName> keeps a certain supervision of the men.This afternoon <persName ref=""#Rathbone_Elena"">Elèna</persName>, <persName ref=""#Davis_Theodore_M"">Theo</persName> and I rode over to see <persName ref=""#Carter_Howard"">Mr. Carter</persName> and see some of <persName ref=""#Nicol_Erskine"">Mr. Nicol</persName>'s paintings – <pb n=""76""/>very lovely they were. <persName ref=""#Davis_Theodore_M"">Theo</persName> boughtone.</p></div>",-3.0
